profile_id,condition,gender,age_band,race,education,income,party,state
p22740,Peer-review,Male,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,Ohio
p22741,Peer-review,Male,30-44,Other,Some college or Associate's degree,"$100,000 to $167,999",Democrat,California
p22742,Peer-review,Female,18-29,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Republican,Missouri
p22743,Peer-review,Male,30-44,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,California
p22744,Peer-review,Other,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Indiana
p22745,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,New York
p22746,Peer-review,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,California
p22747,Peer-review,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Other,Wisconsin
p22748,Peer-review,Female,30-44,Hispanic / Latino,Master's degree / Professional degree,"$30,000 to $55,999",Independent,Vermont
p22749,Peer-review,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Other,New York
p22750,Peer-review,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,Florida
p22751,Peer-review,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,Nevada
p22752,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,Illinois
p22753,Peer-review,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,New Jersey
p22754,Peer-review,Female,60+,Hispanic / Latino,Less than high school,"$168,000 or more",Democrat,New York
p22755,Peer-review,Male,60+,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Independent,Georgia
p22756,Peer-review,Female,18-29,Other,High school diploma / GED,"$100,000 to $167,999",Independent,Georgia
p22757,Peer-review,Female,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,Illinois
p22758,Peer-review,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,Michigan
p22759,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,New York
p22760,Peer-review,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,Kentucky
p22761,Peer-review,Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Other,Texas
p22762,Peer-review,Male,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,Hawaii
p22763,Peer-review,Female,30-44,Other,Bachelor's degree,"$56,000 to $99,999",Republican,Iowa
p22764,Peer-review,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,California
p22765,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,Tennessee
p22766,Peer-review,Female,30-44,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Democrat,North Carolina
p22767,Peer-review,Male,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,California
p22768,Peer-review,Female,60+,Asian / Asian American,High school diploma / GED,"$100,000 to $167,999",Independent,Kentucky
p22769,Peer-review,Female,60+,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Independent,Massachusetts
p22770,Peer-review,Male,30-44,Black / African American,Doctorate degree / Ph.D.,"$56,000 to $99,999",Republican,Texas
p22771,Peer-review,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Other,Maryland
p22772,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,Maryland
p22773,Peer-review,Male,18-29,Black / African American,High school diploma / GED,"$168,000 or more",Other,Michigan
p22774,Peer-review,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Texas
p22775,Peer-review,Male,18-29,Asian / Asian American,High school diploma / GED,"Less than $30,000",Democrat,Florida
p22776,Peer-review,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,West Virginia
p22777,Peer-review,Male,18-29,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat,Texas
p22778,Peer-review,Male,30-44,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,Illinois
p22779,Peer-review,Female,45-59,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Republican,Maryland
p22780,Peer-review,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,Massachusetts
p22781,Peer-review,Male,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,Georgia
p22782,Peer-review,Female,60+,Black / African American,Doctorate degree / Ph.D.,"$100,000 to $167,999",Republican,Kentucky
p22783,Peer-review,Male,60+,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,Montana
p22784,Peer-review,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,North Carolina
p22785,Peer-review,Female,45-59,Black / African American,Bachelor's degree,"$30,000 to $55,999",Democrat,Georgia
p22786,Peer-review,Male,45-59,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,Montana
p22787,Peer-review,Male,45-59,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Independent,Georgia
p22788,Peer-review,Female,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,Texas
p22789,Peer-review,Female,30-44,Other,Some college or Associate's degree,"$56,000 to $99,999",Democrat,California
p22790,Peer-review,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,New York
p22791,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,New York
p22792,Peer-review,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,Virginia
p22793,Peer-review,Female,60+,White / Caucasian,Less than high school,"$100,000 to $167,999",Independent,Ohio
p22794,Peer-review,Female,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,Arkansas
p22795,Peer-review,Male,30-44,Black / African American,High school diploma / GED,"$100,000 to $167,999",Republican,Kentucky
p22796,Peer-review,Male,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,Oklahoma
p22797,Peer-review,Male,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,California
p22798,Peer-review,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,West Virginia
p22799,Peer-review,Male,45-59,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent,Delaware
p22800,Peer-review,Female,45-59,Hispanic / Latino,Doctorate degree / Ph.D.,"$30,000 to $55,999",Democrat,Montana
p22801,Peer-review,Female,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Republican,Florida
p22802,Peer-review,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,California
p22803,Peer-review,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,California
p22804,Peer-review,Female,45-59,Other,High school diploma / GED,"$30,000 to $55,999",Other,Arizona
p22805,Peer-review,Male,60+,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Independent,North Carolina
p22806,Peer-review,Male,60+,Asian / Asian American,High school diploma / GED,"$30,000 to $55,999",Independent,Pennsylvania
p22807,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,Maryland
p22808,Peer-review,Male,30-44,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,Georgia
p22809,Peer-review,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,Florida
p22810,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,California
p22811,Peer-review,Male,45-59,Hispanic / Latino,Bachelor's degree,"$168,000 or more",Republican,Pennsylvania
p22812,Peer-review,Female,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,Georgia
p22813,Peer-review,Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Alabama
p22814,Peer-review,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Idaho
p22815,Peer-review,Male,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,North Carolina
p22816,Peer-review,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,South Dakota
p22817,Peer-review,Male,45-59,White / Caucasian,Less than high school,"$30,000 to $55,999",Independent,Washington
p22818,Peer-review,Male,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,New York
p22819,Peer-review,Female,30-44,Black / African American,Bachelor's degree,"$56,000 to $99,999",Republican,Ohio
p22820,Peer-review,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,New Jersey
p22821,Peer-review,Female,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Georgia
p22822,Peer-review,Male,60+,Hispanic / Latino,Master's degree / Professional degree,"$30,000 to $55,999",Other,Iowa
p22823,Peer-review,Male,30-44,White / Caucasian,Less than high school,"Less than $30,000",Republican,Florida
p22824,Peer-review,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,California
p22825,Peer-review,Female,45-59,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent,Pennsylvania
p22826,Peer-review,Female,18-29,Black / African American,Bachelor's degree,"$30,000 to $55,999",Independent,Texas
p22827,Peer-review,Female,18-29,White / Caucasian,Doctorate degree / Ph.D.,"Less than $30,000",Democrat,New York
p22828,Peer-review,Male,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Michigan
p22829,Peer-review,Female,60+,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,California
p22830,Peer-review,Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Other,Indiana
p22831,Peer-review,Male,18-29,Black / African American,Bachelor's degree,"$56,000 to $99,999",Republican,Washington
p22832,Peer-review,Male,45-59,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,California
p22833,Peer-review,Female,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Florida
p22834,Peer-review,Female,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Republican,Texas
p22835,Peer-review,Male,45-59,Other,Bachelor's degree,"$168,000 or more",Democrat,Virginia
p22836,Peer-review,Male,45-59,White / Caucasian,Less than high school,"$168,000 or more",Independent,Connecticut
p22837,Peer-review,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,New York
p22838,Peer-review,Female,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Missouri
p22839,Peer-review,Male,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,New Jersey
p22840,Peer-review,Male,60+,Black / African American,High school diploma / GED,"Less than $30,000",Independent,Alabama
p22841,Peer-review,Male,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,Florida
p22842,Peer-review,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,Ohio
p22843,Peer-review,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,North Carolina
p22844,Peer-review,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,Ohio
p22845,Peer-review,Male,30-44,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,Indiana
p22846,Peer-review,Male,45-59,Hispanic / Latino,Less than high school,"$168,000 or more",Democrat,Florida
p22847,Peer-review,Male,45-59,Black / African American,High school diploma / GED,"$168,000 or more",Republican,Texas
p22848,Peer-review,Male,18-29,Other,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Missouri
p22849,Peer-review,Female,60+,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Independent,Texas
p22850,Peer-review,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,Texas
p22851,Peer-review,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Texas
p22852,Peer-review,Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Texas
p22853,Peer-review,Female,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,Michigan
p22854,Peer-review,Female,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Wisconsin
p22855,Peer-review,Female,18-29,White / Caucasian,Less than high school,"$30,000 to $55,999",Independent,Louisiana
p22856,Peer-review,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Minnesota
p22857,Peer-review,Female,45-59,Black / African American,Bachelor's degree,"$100,000 to $167,999",Republican,Florida
p22858,Peer-review,Other,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,Oregon
p22859,Peer-review,Male,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,California
p22860,Peer-review,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Indiana
p22861,Peer-review,Male,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,Ohio
p22862,Peer-review,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,Nevada
p22863,Peer-review,Male,18-29,Asian / Asian American,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,New York
p22864,Peer-review,Male,60+,Black / African American,Bachelor's degree,"Less than $30,000",Republican,Alabama
p22865,Peer-review,Female,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,Texas
p22866,Peer-review,Male,30-44,White / Caucasian,Less than high school,"$100,000 to $167,999",Democrat,Ohio
p22867,Peer-review,Male,30-44,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Republican,New Jersey
